an_id,platforms,logsource,channel,dc_id,dc_name 
AN0880,Windows,WinEventLog:Microsoft-Office-Alerts,Unexpected DLL or component loaded at Office startup,DC0064,Command Execution
AN0880,Windows,WinEventLog:Sysmon,"EventCode=13, 14",DC0063,Windows Registry Key Modification
AN0880,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0880,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN0880,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0881,Office Suite,m365:office,Startup execution includes non-default component,DC0064,Command Execution
AN0881,Office Suite,m365:unified,"Non-standard Office startup component detected (e.g., unexpected DLL path)",DC0016,Module Load
AN0882,Windows,WinEventLog:Security,EventCode=4673,DC0013,User Account Metadata
AN0882,Windows,WinEventLog:Sysmon,Raw disk writes targeting \\.\PhysicalDrive* or MBR locations,DC0046,Drive Modification
AN0882,Windows,WinEventLog:Sysmon,EventCode=6,DC0079,Driver Load
AN0883,Linux,auditd:EXECVE,"Execution of dd, shred, or wipe with arguments targeting block devices",DC0032,Process Creation
AN0883,Linux,auditd:SYSCALL,"open/write syscalls to block devices (/dev/sd*, /dev/nvme*)",DC0054,Drive Access
AN0884,macOS,macos:unifiedlog,diskutil eraseDisk/zeroDisk or asr restore with destructive flags,DC0064,Command Execution
AN0884,macOS,macos:unifiedlog,IOKit raw disk write activity targeting physical devices,DC0046,Drive Modification
AN0885,Network Devices,networkdevice:cli,"erase flash:, erase nvram:, format disk",DC0064,Command Execution
AN0885,Network Devices,networkdevice:syslog,Privileged login followed by destructive command sequence,DC0002,User Account Authentication
AN0886,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN0886,Windows,WinEventLog:Sysmon,EventCode=12,DC0056,Windows Registry Key Creation
AN0886,Windows,WinEventLog:System,EventCode=7045,DC0060,Service Creation
AN0887,Linux,auditd:EXECVE,"systemctl stop auditd, kill -9 <pid>, or modifications to /etc/selinux/config",DC0032,Process Creation
AN0887,Linux,auditd:SYSCALL,kill syscalls targeting logging/security processes,DC0033,Process Termination
AN0887,Linux,linux:syslog,iptables or nftables rule changes,DC0051,Firewall Rule Modification
AN0888,macOS,macos:unifiedlog,"spctl --master-disable, csrutil disable, or defaults write to disable Gatekeeper",DC0064,Command Execution
AN0888,macOS,macos:unifiedlog,Termination of syspolicyd or XProtect processes,DC0033,Process Termination
AN0889,Containers,docker:runtime,Termination of monitoring sidecar or security container,DC0033,Process Termination
AN0889,Containers,kubernetes:audit,seccomp or AppArmor profile changes,DC0041,Service Metadata
AN0890,ESXi,esxi:shell,esxcli system syslog config set --loghost='' or stopping hostd service,DC0064,Command Execution
AN0890,ESXi,esxi:vmkernel,Disabling or modifying firewall rules,DC0043,Firewall Disable
AN0891,IaaS,AWS:CloudTrail,"StopLogging, DeleteTrail, or DisableSecurityService",DC0090,Cloud Service Disable
AN0892,Identity Provider,azure:policy,DisableMfaPolicy or change to ConditionalAccess rules,DC0010,User Account Modification
AN0893,Network Devices,networkdevice:syslog,"no logging buffered, no aaa new-model, disable firewall",DC0064,Command Execution
AN0894,Office Suite,m365:unified,MacroSecuritySettingsChanged or SafeModeDisabled,DC0063,Windows Registry Key Modification
AN0895,Windows,WinEventLog:Security,"EventCode=4663, 4670, 4656",DC0055,File Access
AN0895,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN0895,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0896,Linux,NSM:Flow,large outbound HTTPS uploads to repo domains,DC0078,Network Traffic Flow
AN0896,Linux,auditd:EXECVE,"git push, curl -X POST",DC0064,Command Execution
AN0896,Linux,auditd:SYSCALL,open/read of sensitive directories,DC0055,File Access
AN0897,macOS,macos:unifiedlog,"execution of curl, git, or Office processes with network connections",DC0032,Process Creation
AN0897,macOS,macos:unifiedlog,read of user document directories,DC0055,File Access
AN0897,macOS,macos:unifiedlog,outbound HTTPS connections to code repository APIs,DC0085,Network Traffic Content
AN0898,ESXi,esxi:hostd,datastore file access,DC0055,File Access
AN0898,ESXi,esxi:vmkernel,HTTPS traffic to repository domains,DC0078,Network Traffic Flow
AN0899,Identity Provider,azure:audit,Add user,DC0014,User Account Creation
AN0899,Identity Provider,azure:audit,Add member to role,DC0010,User Account Modification
AN0899,Identity Provider,azure:signinlogs,Login from newly created account,DC0002,User Account Authentication
AN0900,IaaS,AWS:CloudTrail,CreateUser,DC0014,User Account Creation
AN0900,IaaS,AWS:CloudTrail,AttachUserPolicy,DC0010,User Account Modification
AN0901,SaaS,saas:zoom,New user created,DC0014,User Account Creation
AN0902,Office Suite,m365:unified,Add user,DC0014,User Account Creation
AN0902,Office Suite,m365:unified,Add member to group,DC0094,Group Modification
AN0903,Windows,WinEventLog:PowerShell,"EventCode=4103, 4104, 4105, 4106",DC0064,Command Execution
AN0903,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0904,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN0904,Linux,linux:cli,command logging,DC0064,Command Execution
AN0905,macOS,macos:osquery,process_events,DC0032,Process Creation
AN0906,ESXi,esxi:hostd,command log,DC0064,Command Execution
AN0907,Network Devices,networkdevice:cli,command logs,DC0064,Command Execution
AN0907,Network Devices,snmp:trap,management queries,DC0021,OS API Execution
AN0908,IaaS,AWS:CloudTrail,Describe* or List* API calls,DC0021,OS API Execution
AN0908,IaaS,azure:activity,networkInsightsLogs,DC0085,Network Traffic Content
AN0909,Windows,WinEventLog:Security,EventCode=4657,DC0063,Windows Registry Key Modification
AN0909,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0909,Windows,WinEventLog:System,EventCode=7045,DC0060,Service Creation
AN0910,Linux,auditd:SYSCALL,"execve calls for qemu-system*, kvm, or VBoxHeadless",DC0032,Process Creation
AN0910,Linux,auditd:SYSCALL,"File creations of *.qcow2, *.vdi, *.vmdk outside standard VM directories",DC0039,File Creation
AN0911,macOS,macos:unifiedlog,"Process execution for VBoxHeadless, prl_vm_app, vmware-vmx",DC0032,Process Creation
AN0911,macOS,macos:unifiedlog,Plist modifications containing virtualization run configurations,DC0061,File Modification
AN0912,ESXi,esxi:hostd,Execution of '/bin/vmx' or modifications to '/etc/rc.local.d/local.sh',DC0064,Command Execution
AN0912,ESXi,esxi:vmkernel,VMX startup messages without associated vCenter inventory records,DC0028,Image Metadata
AN0913,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0913,Windows,WinEventLog:Sysmon,EventCode=10,DC0035,Process Access
AN0913,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0914,Linux,auditd:SYSCALL,write,DC0039,File Creation
AN0914,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN0914,Linux,auditd:SYSCALL,SYSCALL ptrace/mprotect,DC0020,Process Modification
AN0915,macOS,macos:endpointsecurity,ES_EVENT_TYPE_NOTIFY_EXEC,DC0032,Process Creation
AN0915,macOS,macos:endpointsecurity,ES_EVENT_TYPE_NOTIFY_MMAP,DC0020,Process Modification
AN0915,macOS,macos:endpointsecurity,ES_EVENT_TYPE_NOTIFY_OPEN,DC0035,Process Access
AN0916,Windows,WinEventLog:Sysmon,EventCode=6,DC0079,Driver Load
AN0916,Windows,firmware:integrity ,Firmware integrity verification failures or mismatches against expected UEFI/firmware image baselines,DC0004,Firmware Modification
AN0917,Linux,auditd:SYSCALL,ioctl/write: Direct firmware update or device memory manipulation syscalls,DC0004,Firmware Modification
AN0917,Linux,linux:syslog,Driver load events or firmware load failures for hardware devices,DC0079,Driver Load
AN0918,macOS,macos:unifiedlog,Firmware update events or kernel extension (kext) loads not signed by Apple,DC0004,Firmware Modification
AN0919,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0919,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN0919,Windows,WinEventLog:Sysmon,EventCode=10,DC0035,Process Access
AN0920,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN0920,Linux,auditd:SYSCALL,mmap,DC0016,Module Load
AN0920,Linux,auditd:SYSCALL,chmod,DC0061,File Modification
AN0921,macOS,fs:fsusage,file open/write,DC0039,File Creation
AN0921,macOS,macos:endpointsecurity,ES_EVENT_TYPE_NOTIFY_EXEC,DC0032,Process Creation
AN0921,macOS,macos:endpointsecurity,ES_EVENT_TYPE_NOTIFY_MMAP,DC0020,Process Modification
AN0921,macOS,macos:unifiedlog,code signature/memory protection,DC0034,Process Metadata
AN0922,Windows,WinEventLog:Microsoft-Windows-Windows Defender/Operational,Unusual external domain access,DC0085,Network Traffic Content
AN0922,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN0922,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0923,Linux,NSM:Flow,conn.log or http.log,DC0085,Network Traffic Content
AN0923,Linux,NSM:Flow,alert log,DC0078,Network Traffic Flow
AN0923,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN0924,macOS,NSM:Flow,pf firewall logs,DC0078,Network Traffic Flow
AN0924,macOS,macos:osquery,launchd or network_events,DC0082,Network Connection Creation
AN0924,macOS,macos:unifiedlog,process logs,DC0032,Process Creation
AN0925,ESXi,NSM:Flow,conn.log,DC0082,Network Connection Creation
AN0925,ESXi,esxi:shell,None,DC0032,Process Creation
AN0925,ESXi,esxi:vmkernel,None,DC0078,Network Traffic Flow
AN0926,Network Devices,Firewall Audit Logs,Outbound NAT Rule Changes,DC0051,Firewall Rule Modification
AN0926,Network Devices,NSM:Flow,Outbound flow records,DC0078,Network Traffic Flow
AN0926,Network Devices,networkdevice:syslog,Dynamic route changes,DC0082,Network Connection Creation
AN0927,Windows,WinEventLog:PowerShell,"EventCode=4103, 4104, 4105, 4106",DC0029,Script Execution
AN0927,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN0927,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN0927,Windows,m365:defender,"NetworkConnection: high out:in ratio, periodic beacons, protocol mismatch",DC0078,Network Traffic Flow
AN0928,Linux,NSM:Flow,http: HTTP bodies/headers contain long tokens with non-standard alphabets or constant-size periodic POSTs,DC0085,Network Traffic Content
AN0928,Linux,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN0928,Linux,auditd:SYSCALL,"execve of interpreters (python, perl), custom binaries, or shell utilities with long arguments containing non-standard tokens",DC0032,Process Creation
AN0929,macOS,NSM:Flow,http: suspicious long tokens with custom alphabets in body/headers,DC0085,Network Traffic Content
AN0929,macOS,PF:Logs,high out:in ratio or fixed-size periodic flows,DC0078,Network Traffic Flow
AN0929,macOS,macos:endpointsecurity,"ES_EVENT_TYPE_NOTIFY_EXEC: arguments contain long, non-standard tokens / custom alphabets",DC0032,Process Creation
AN0930,ESXi,NSM:Flow,"network_flow: bytes_out >> bytes_in, fixed packet sizes/intervals to non-approved CIDRs",DC0078,Network Traffic Flow
AN0930,ESXi,NSM:Flow,"http: HTTP bodies from ESXi host IPs containing long, non-standard tokens",DC0085,Network Traffic Content
AN0930,ESXi,esxi:hostd,unexpected script invocations producing long encoded strings,DC0038,Application Log Content
AN0930,ESXi,esxi:shell,commands containing long non-standard tokens or custom lookup tables,DC0032,Process Creation
AN0931,Windows,WinEventLog:Security,"EventCode=4624, 4648",DC0067,Logon Session Creation
AN0931,Windows,WinEventLog:Security,"EventCode=4778, EventCode=4779",DC0088,Logon Session Metadata
AN0931,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN0931,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0932,Windows,WinEventLog:PowerShell,"EventCode=4103, 4104, 4105, 4106",DC0064,Command Execution
AN0932,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN0932,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0932,Windows,WinEventLog:Sysmon,EventCode=10,DC0035,Process Access
AN0932,Windows,WinEventLog:Sysmon,EventCode=12,DC0056,Windows Registry Key Creation
AN0932,Windows,WinEventLog:Sysmon,"EventCode=13, 14",DC0063,Windows Registry Key Modification
AN0932,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0933,Windows,WinEventLog:Microsoft-Windows-Backup,Windows Backup Catalog deletion or catalog corruption,DC0040,File Deletion
AN0933,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0933,Windows,WinEventLog:Sysmon,"EventCode=13, 14",DC0063,Windows Registry Key Modification
AN0933,Windows,WinEventLog:System,Service stopped or RecoveryDisabled set via REAgentC,DC0041,Service Metadata
AN0934,Linux,auditd:CONFIG_CHANGE,"/etc/fstab, /etc/systemd/*",DC0040,File Deletion
AN0934,Linux,auditd:SYSCALL,"chattr, rm, shred, dd run on recovery directories or partitions",DC0064,Command Execution
AN0935,ESXi,esxi:hostd,snapshot.removeall or snapshot file deletion,DC0049,Snapshot Deletion
AN0936,Network Devices,networkdevice:syslog,command sequence: erase → format → reload,DC0064,Command Execution
AN0937,IaaS,AWS:CloudTrail,DeleteSnapshot,DC0049,Snapshot Deletion
AN0937,IaaS,AWS:CloudTrail,"DeleteBucket, DeleteDBCluster, DeleteSnapshot, TerminateInstances",DC0022,Cloud Storage Deletion
AN0938,macOS,macos:unifiedlog,Execution of /usr/sbin/installer spawning child process from within /private/tmp or package contents,DC0032,Process Creation
AN0938,macOS,macos:unifiedlog,Creation or modification of postinstall scripts within .pkg or .mpkg contents,DC0039,File Creation
AN0939,Linux,auditd:SYSCALL,"Execution of dpkg or rpm followed by fork/execve from within postinst, prerm, etc.",DC0032,Process Creation
AN0939,Linux,auditd:SYSCALL,write,DC0039,File Creation
AN0940,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0940,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0941,Windows,WinEventLog:Sysmon,EventCode=10,DC0035,Process Access
AN0941,Windows,WinEventLog:Sysmon,EventCode=8,DC0020,Process Modification
AN0941,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0941,Windows,etw:Microsoft-Windows-Win32k,"SendMessage, PostMessage, LVM_*",DC0021,OS API Execution
AN0942,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0942,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0942,Windows,WinEventLog:Sysmon,EventCode=10,DC0035,Process Access
AN0943,Windows,WinEventLog:Security,EventCode=4698,DC0001,Scheduled Job Creation
AN0943,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0944,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN0944,Linux,auditd:SYSCALL,write,DC0061,File Modification
AN0945,macOS,fs:fsusage,file access to /usr/lib/cron/at and job execution path,DC0061,File Modification
AN0945,macOS,macos:osquery,process_events,DC0032,Process Creation
AN0945,macOS,macos:unifiedlog,"process: at, job runner",DC0064,Command Execution
AN0946,Containers,docker:daemon,docker build or docker commit commands followed by docker push to internal registry,DC0015,Image Creation
AN0946,Containers,docker:registry,push event of new image version from unrecognized user or context,DC0036,Image Modification
AN0947,IaaS,AWS:CloudTrail,RegisterImage,DC0015,Image Creation
AN0947,IaaS,AWS:CloudTrail,ModifyImageAttribute,DC0036,Image Modification
AN0947,IaaS,AWS:CloudTrail,RunInstances,DC0080,Instance Start
AN0948,macOS,macos:unifiedlog,Unexpected NSXPCConnection calls by non-Apple-signed or abnormal binaries,DC0035,Process Access
AN0948,macOS,macos:unifiedlog,execve: Helper tools invoked through XPC executing unexpected binaries,DC0032,Process Creation
AN0948,macOS,macos:unifiedlog,XPC messages requesting privileged actions from untrusted or unsigned clients,DC0048,Named Pipe Metadata
AN0949,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN0949,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0949,Windows,WinEventLog:Sysmon,EventCode=2,DC0061,File Modification
AN0950,Linux,auditd:EXECVE,execve,DC0032,Process Creation
AN0950,Linux,auditd:SYSCALL,"open, write",DC0061,File Modification
AN0951,macOS,macos:unifiedlog,binary modified or replaced,DC0061,File Modification
AN0951,macOS,macos:unifiedlog,execution of modified binary without valid signature,DC0032,Process Creation
AN0952,ESXi,esxi:hostd,binary or module replacement event,DC0061,File Modification
AN0952,ESXi,esxi:vmkernel,unexpected module load,DC0016,Module Load
AN0953,IaaS,AWS:CloudTrail,RevertSnapshot,DC0073,Instance Modification
AN0953,IaaS,AWS:CloudTrail,StartInstances,DC0080,Instance Start
AN0953,IaaS,AWS:CloudTrail,StopInstances,DC0089,Instance Stop
AN0954,Windows,WinEventLog:Security,"EventCode=4624, 4648",DC0067,Logon Session Creation
AN0954,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0955,Linux,NSM:Connections,Accepted publickey for user from unusual IP or without tty,DC0067,Logon Session Creation
AN0955,Linux,auditd:SYSCALL,"execution of ssh, scp, or sftp using previously unseen credentials or keys",DC0002,User Account Authentication
AN0956,Identity Provider,azure:signinlogs,"TokenIssuanceStart, TokenIssuanceSuccess",DC0007,Web Credential Usage
AN0956,Identity Provider,m365:unified,login using refresh_token with no preceding authentication context,DC0002,User Account Authentication
AN0957,SaaS,saas:googleworkspace,access_token issued,DC0007,Web Credential Usage
AN0957,SaaS,saas:googleworkspace,API access without user login,DC0002,User Account Authentication
AN0958,Containers,AWS:CloudTrail,AssumeRole,DC0013,User Account Metadata
AN0958,Containers,docker:runtime,"execution of cloud CLI tool (e.g., aws, az) inside container",DC0038,Application Log Content
AN0959,Office Suite,m365:unified,"TokenIssued, FileAccessed",DC0007,Web Credential Usage
AN0960,IaaS,AWS:CloudTrail,GetCallerIdentity,DC0007,Web Credential Usage
AN0960,IaaS,AWS:CloudTrail,AssumeRole,DC0013,User Account Metadata
AN0961,Network Devices,NSM:Flow,Traffic patterns showing downgrade from strong encryption (AES-256) to weaker or plaintext protocols,DC0085,Network Traffic Content
AN0961,Network Devices,networkdevice:config,"Configuration change events referencing encryption, TLS/SSL, or IPSec settings",DC0061,File Modification
AN0961,Network Devices,snmp:status,Status change in cryptographic hardware modules (enabled -> disabled),DC0016,Module Load
AN0962,Windows,NSM:Flow,HTTP(S) requests with User-Agents typical of PowerShell or curl from desktop; or URIs matching paste-inspired payload hosts,DC0085,Network Traffic Content
AN0962,Windows,WinEventLog:PowerShell,"EventCode=4103, 4104, 4105, 4106",DC0064,Command Execution
AN0962,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN0962,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0962,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN0963,Linux,NSM:Flow,New egress to Internet by the same UID/host shortly after terminal exec,DC0082,Network Connection Creation
AN0963,Linux,auditd:SYSCALL,"execve: exe in (/usr/bin/bash,/usr/bin/sh,/usr/bin/zsh,/usr/bin/python*) AND cmdline matches '(curl|wget).*(\||\|\s*sh|bash)|base64\s*-d|python\s*-c'",DC0032,Process Creation
AN0963,Linux,auditd:SYSCALL,"open: File creation under /tmp, /var/tmp, ~/.cache with executable bit or shell shebang",DC0039,File Creation
AN0964,macOS,NSM:Flow,Egress to non-approved networks from host after terminal exec,DC0085,Network Traffic Content
AN0964,macOS,macos:osquery,Interpreter exec with suspicious arguments as above,DC0064,Command Execution
AN0964,macOS,macos:unifiedlog,"exec: ParentImage in (Terminal, iTerm2) AND Image in (/bin/zsh,/bin/bash,/usr/bin/python*) AND CommandLine matches '(curl|wget).*(\||\|\s*sh|bash)|base64 -D|python -c'",DC0032,Process Creation
AN0964,macOS,macos:unifiedlog,create: New files in /tmp or ~/Library/Application Support/* with executable or script extensions,DC0039,File Creation
AN0965,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0965,Windows,WinEventLog:Sysmon,EventCode=10,DC0035,Process Access
AN0966,macOS,macos:unifiedlog,process,DC0032,Process Creation
AN0967,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN0968,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0968,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0968,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN0968,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN0969,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN0969,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN0970,Linux,auditd:SYSCALL,connect or sendto system call with burst pattern,DC0078,Network Traffic Flow
AN0970,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN0971,macOS,macos:unifiedlog,process created with repeated ICMP or UDP flood behavior,DC0032,Process Creation
AN0971,macOS,macos:unifiedlog,sudden burst in outgoing packets from same PID,DC0078,Network Traffic Flow
AN0972,IaaS,AWS:CloudWatch,NetworkOut spike beyond baseline,DC0018,Host Status
AN0972,IaaS,AWS:VPCFlowLogs,source instance sends large volume of traffic in short window,DC0078,Network Traffic Flow
AN0973,Windows,WinEventLog:Application,WMI Object Creation Events,DC0008,WMI Creation
AN0973,Windows,WinEventLog:Security,EventCode=4657,DC0063,Windows Registry Key Modification
AN0974,Linux,auditd:SYSCALL,"open, write, unlink",DC0039,File Creation
AN0974,Linux,linux:osquery,file_events.path,DC0059,File Metadata
AN0975,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN0975,Windows,WinEventLog:Security,EventCode=4672,DC0088,Logon Session Metadata
AN0975,Windows,WinEventLog:Sysmon,"EventCode=13, 14",DC0063,Windows Registry Key Modification
AN0976,Linux,auditd:SYSCALL,setuid or setgid bit changes,DC0059,File Metadata
AN0976,Linux,auditd:SYSCALL,execve with UID ≠ EUID,DC0034,Process Metadata
AN0976,Linux,auditd:SYSCALL,sudo or pkexec invocation,DC0021,OS API Execution
AN0977,macOS,auditd:SYSCALL,execve with escalated privileges,DC0034,Process Metadata
AN0977,macOS,fs:fsusage,binary execution of security_authtrampoline,DC0032,Process Creation
AN0977,macOS,macos:unifiedlog,authorization execute privilege requests,DC0021,OS API Execution
AN0978,Identity Provider,azure:signinlogs,unusual role assumption or elevation path,DC0010,User Account Modification
AN0979,IaaS,AWS:CloudTrail,role privilege expansion detected,DC0010,User Account Modification
AN0979,IaaS,AWS:CloudTrail,cross-account or unexpected assume role,DC0034,Process Metadata
AN0980,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0980,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN0981,macOS,macos:unifiedlog,process: exec,DC0032,Process Creation
AN0982,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN0983,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN0983,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0984,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN0984,Linux,auditd:SYSCALL,open,DC0055,File Access
AN0984,Linux,auditd:SYSCALL,rename,DC0020,Process Modification
AN0984,Linux,linux:osquery,Filesystem modifications to trusted paths,DC0059,File Metadata
AN0985,macOS,fs:fsusage,filesystem monitoring of exec/open,DC0059,File Metadata
AN0985,macOS,macos:unifiedlog,log collect from launchd and process start,DC0034,Process Metadata
AN0986,Containers,containerd:events,Docker or containerd image pulls and process executions,DC0034,Process Metadata
AN0986,Containers,kubernetes:apiserver,Resource creation and update logs,DC0028,Image Metadata
AN0987,ESXi,esxi:hostd,Service events,DC0041,Service Metadata
AN0987,ESXi,esxi:hostd,task creation events,DC0001,Scheduled Job Creation
AN0987,ESXi,esxi:vmkernel,Exec,DC0032,Process Creation
AN0987,ESXi,esxi:vmkernel,module load,DC0016,Module Load
AN0988,Windows,NSM:Flow,Flow/PCAP analysis for outbound payloads,DC0085,Network Traffic Content
AN0988,Windows,WinEventLog:Security,"EventCode=4663, 4670, 4656",DC0055,File Access
AN0988,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0988,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN0989,Linux,NSM:Flow,conn.log + files.log + ssl.log,DC0085,Network Traffic Content
AN0989,Linux,NSM:Flow,session stats with bytes_out > bytes_in,DC0078,Network Traffic Flow
AN0989,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN0989,Linux,auditd:SYSCALL,connect,DC0082,Network Connection Creation
AN0990,macOS,macos:osquery,socket_events,DC0078,Network Traffic Flow
AN0990,macOS,macos:osquery,process_events,DC0032,Process Creation
AN0990,macOS,macos:unifiedlog,"eventMessage = 'open', 'sendto', 'connect'",DC0085,Network Traffic Content
AN0991,ESXi,esxi:syslog,guest OS outbound transfer logs,DC0055,File Access
AN0991,ESXi,esxi:vmkernel,network stack module logs,DC0085,Network Traffic Content
AN0991,ESXi,esxi:vpxa,connection attempts and data transmission logs,DC0078,Network Traffic Flow
AN0992,Windows,NSM:Flow,Unexpected script or binary content returned in HTTP response body,DC0085,Network Traffic Content
AN0992,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN0992,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0993,Linux,NSM:Flow,Injected content responses with unexpected script/malware signatures,DC0085,Network Traffic Content
AN0993,Linux,WinEventLog:Sysmon,File creation of suspicious scripts/binaries in temporary directories,DC0039,File Creation
AN0993,Linux,auditd:SYSCALL,execve: Execution of curl or wget writing files to /tmp/* followed by chmod or execution,DC0064,Command Execution
AN0994,macOS,NSM:Flow,Content injection observed in HTTPS responses with mismatched certificates or altered payloads,DC0085,Network Traffic Content
AN0994,macOS,macos:unifiedlog,"Child processes of Safari, Chrome, or Firefox executing scripting interpreters",DC0032,Process Creation
AN0994,macOS,macos:unifiedlog,File creation of unsigned binaries/scripts in user cache or download directories,DC0039,File Creation
AN0995,Windows,WinEventLog:Security,EventCode=4657,DC0063,Windows Registry Key Modification
AN0995,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0996,Linux,auditd:SYSCALL,execve: Execution of downgraded interpreters such as python2 or forced fallback commands,DC0064,Command Execution
AN0996,Linux,linux:syslog,Kernel or daemon warnings of downgraded TLS or cryptographic settings,DC0034,Process Metadata
AN0997,macOS,macos:unifiedlog,Execution of older or non-standard interpreters,DC0032,Process Creation
AN0997,macOS,macos:unifiedlog,Modifications or writes to EFI system partition for downgraded bootloaders,DC0034,Process Metadata
AN0998,Linux,auditd:PROCTITLE,"proctitle contains chmod, chown, chgrp, setfacl, or attr with suspicious parameters (777, 755, +x, -R)",DC0064,Command Execution
AN0998,Linux,auditd:SYSCALL,"syscall in (chmod, fchmod, fchmodat, chown, fchown, fchownat, lchown, setxattr, lsetxattr, fsetxattr, removexattr, lremovexattr, fremovexattr)",DC0059,File Metadata
AN0998,Linux,linux:osquery,process execution events for permission modification utilities with command-line analysis,DC0032,Process Creation
AN0999,macOS,OpenBSM:AuditTrail,"BSM audit events for file permission, ownership, and attribute modifications with user context",DC0059,File Metadata
AN0999,macOS,fs:fsevents,"file system events indicating permission, ownership, or extended attribute changes on critical paths. File system modification events with kFSEventStreamEventFlagItemChangeOwner, kFSEventStreamEventFlagItemXattrMod flags",DC0061,File Modification
AN0999,macOS,macos:unifiedlog,"process execution events for chmod, chown, chflags with parameter analysis and target path examination",DC0032,Process Creation
AN1000,Windows,WinEventLog:Security,EventCode=4769,DC0002,User Account Authentication
AN1000,Windows,WinEventLog:Security,EventCode=4768,DC0084,Active Directory Credential Request
